Book Name,Author,Rating,Number of Reviews,Price
Flights,Olga Tokarczuk,4.3,432.0,721
Bad Feminist,Roxane Gay,4.4,838.0,721
"The Boston Consulting Group on Strategy: Classic Concepts and New Perspectives, 2nd Edition",Carl W. Stern - editor,4.0,36.0,1003
The Ayurvedic Self-Care Handbook: Holistic Healing Rituals for Every Day and Season,Sarah Kucera,4.9,102.0,1172
Himalaya,Michael Palin,4.5,82.0,512
"Saraswati's Intelligence: The Kishkindha Chronicles, Book 1",Vamsee Juluri,3.9,66.0,668
The Win Without Pitching Manifesto,Blair Enns,4.8,282.0,233
Medical Makeover: The Revolutionary No-Willpower Program for Lifetime Health,Robert M. Giller MD,3.5,2.0,397
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,4.6,1131.0,10378
"Lokpriya Shayar Aur Unki Shayari - Ghalib [Popular Poets and Their Poetry - Ghalib]: Lokpriya Shayar Aur Unki Shayari, Book 1 [Popular Poets and Their Poetry, Book 1]",Prakash Pandit,4.3,81.0,501
The Diviners,Libba Bray,4.4,431.0,1206
Leadership and Self-Deception: Getting out of the Box,Arbinger Institute,-1,,501
"The Boston Consulting Group on Strategy: Classic Concepts and New Perspectives, 2nd Edition",Carl W. Stern - editor,4.0,36.0,1003
The Ayurvedic Self-Care Handbook: Holistic Healing Rituals for Every Day and Season,Sarah Kucera,4.9,103.0,1172
Himalaya,Michael Palin,4.5,82.0,512
"Saraswati's Intelligence: The Kishkindha Chronicles, Book 1",Vamsee Juluri,3.9,66.0,668
The Win Without Pitching Manifesto,Blair Enns,4.8,282.0,233
Medical Makeover: The Revolutionary No-Willpower Program for Lifetime Health,Robert M. Giller MD,3.5,2.0,397
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,4.6,1131.0,10378
"Lokpriya Shayar Aur Unki Shayari - Ghalib [Popular Poets and Their Poetry - Ghalib]: Lokpriya Shayar Aur Unki Shayari, Book 1 [Popular Poets and Their Poetry, Book 1]",Prakash Pandit,4.3,81.0,501
The Diviners,Libba Bray,4.4,431.0,1206
Leadership and Self-Deception: Getting out of the Box,Arbinger Institute,-1,,501
Jin Sutra Vol.1,OSHO,-1,,502
"Erotic Tales, Volume One",C Thompson,-1,,721
Before I Go To Sleep,S J Watson,4.2,7474.0,820
Young Men and Fire,Norman Maclean,4.4,196.0,668
"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1207.0,233
Don't Keep Silent,Elizabeth Goddard,4.6,16.0,938
"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1207.0,233
Don't Keep Silent,Elizabeth Goddard,4.6,16.0,938
The Priory of the Orange Tree,Samantha Shannon,4.5,1260.0,1138
Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398.0,703
Your Money and Your Brain: How the New Science of Neuroeconomics Can Help Make You Rich,Jason Zweig,4.3,106.0,586
50 Psychology Classics,Tom Butler-Bowdon,4.4,133.0,703
"30 Days - Change Your Habits, Change Your Life: A Couple of Simple Steps Every Day to Create the Life You Want",Marc Reklau,4.4,436.0,340
Malala Hoon Main,Suman Bajpayee,4.0,28.0,501
Anita Gets Bail: What Are Our Courts Doing? What Should We Do About Them?,Arun Shourie,4.4,46.0,836
The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,4.4,460.0,703
"The 39 Clues, Book 8: The Emperor's Code",Gordon Korman,4.7,94.0,468
My Best Friend's Exorcism: A Novel,Grady Hendrix,4.5,598.0,820
A Stranger in the Mirror,Sidney Sheldon,4.3,160.0,702
Speak Business English Like an American: Learn the Idioms & Expressions You Need to Succeed on the Job!,Amy Gillett,4.5,76.0,305
"The Complete Novels : Sense and Sensibility, Pride and Prejudice, Mansfield Park, Emma, Northanger Abbey and Persuasion",Jane Austen,4.6,821.0,1003
Men Explain Things to Me,Rebecca Solnit,4.5,728.0,417
On the Road,Matt Dillon,4.2,1530.0,721
The History of Ancient Egypt,Bob Brier,4.8,5.0,1774
The Medici Effect: What Elephants and Epidemics Can Teach Us About Innovation,Frans Johansson,4.5,81.0,773
The Highly Sensitive Person,Elaine N. Aron,4.5,1729.0,1054
Churchill's Secret War: The British Empire and the Ravaging of India During World War II,Madhusree Mukarjee,4.4,108.0,1003
Whole: Rethinking the Science of Nutrition,T. Colin Campbell PhD/PhD,4.6,907.0,702
The Phoenix,Sidney Sheldon,4.0,275.0,8735
The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.7,839.0,820
"The Lost Art of Listening, Second Edition: How Learning to Listen Can Improve Relationships",Michael P. Nichols PhD,4.6,272.0,938
The Screwtape Letters,C.S. Lewis,4.7,3826.0,421
Seabiscuit: Three Men and a Racehorse,Laura Hillenbrand,4.7,1001.0,721
Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Ben Goldacre,4.6,586.0,660
"Porn Addiction Hypnosis: Break the Hold Porn Has On You, Using Hypnosis",Hypnosis Live,-1,,493
The Google Story,David A. Vise,4.2,90.0,797
Lying on the Couch: A Novel,Irvin D. Yalom,4.6,136.0,820
The Trusted Advisor,David Maister,4.4,318.0,609
Currency Wars: The Making of the Next Global Crises,James Rickards,4.5,770.0,738
"Snowbound Mystery: The Boxcar Children Mysteries, Book 13",Gertrude Chandler Warner,4.5,9.0,301
The Harvard Business Review Entrepreneur's Handbook: Everything You Need to Launch and Grow Your New Business,Harvard Business Review,4.4,41.0,586
Blindness,Jose Saramago,4.1,551.0,702
Your Dreams Are Mine Now,Ravinder Singh,4.2,1038.0,754
Learn Arabic - Word Power 101: Absolute Beginner Arabic #1,Innovative Language Learning,5.0,1.0,0
In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,4.8,1776.0,683
Philosophers: Their Lives and Works,Simon Blackburn,4.4,35.0,888
Why Jesus?: Rediscovering His Truth in an Age of Mass-Marketed Spirituality,Ravi Zacharias,4.7,329.0,500
The Feminism Book,DK,4.6,70.0,1093
"The Fever Code: The Maze Runner, Book 5",James Dashner,4.7,959.0,721
"Self Knowledge Is the Beginning of Wisdom: Fourteen Public Meetings, Ojai, USA, 1949",Jiddu Krishnamurti,-1,,190
Temple,Matthew Reilly,4.5,217.0,471
The Tao of Pooh,Benjamin Hoff,4.6,941.0,469
All About Drones,Tracy Abell,5.0,3.0,93
Radical Acceptance: Awakening the Love That Heals Fear and Shame,Tara Brach,4.6,160.0,1063
Radical Acceptance: Awakening the Love That Heals Fear and Shame,Tara Brach,4.6,160.0,1063
"Illuminae: The Illuminae Files, Book 1",Amie Kaufman,4.6,942.0,721
Peak: The New Science of Athletic Performance that Is Revolutionizing Sports,Dr. Marc Bubbs,4.7,89.0,836
How to Control Your Anger Before It Controls You,Albert Ellis PhD,4.2,51.0,421
The Universe Always Has a Plan: The 10 Golden Rules of Letting Go,Matt Kahn,4.8,197.0,539
Everybody Writes: Your Go-To Guide to Creating Ridiculously Good Content,Ann Handley,-1,,668
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,2622.0,879
The Power of Awareness,Neville Goddard,4.7,747.0,164
"Europe Since 1815, Volume 1: Reaction and Nationalism",Mitchell Garrett,-1,,1003
A Passage to India,E. M. Forster,4.2,461.0,759
Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,4.2,437.0,668
Conversational Intelligence: How Great Leaders Build Trust & Get Extraordinary Results,Judith E. Glaser,4.4,252.0,703
The Origins of Totalitarianism,Hannah Arendt,4.4,322.0,1338
"The Laws of Simplicity: Design, Technology, Business, LifeDesign, Technology, Business, Life",John Maeda,4.1,108.0,469
The Responsible Company: What We've Learned from Patagonia's First 40 Years,Yvon Chouinard,4.6,81.0,234
On the Origin of Species: By Means of Natural Selection,Charles Darwin,4.4,131.0,2274
"Long Road to Mercy: Atlee Pine, Book 1",David Baldacci,4.3,3854.0,323
The Notebook,Kate Nelligan,4.6,2382.0,469
"It's Not Luck: Marketing, Production, and the Theory of Constraints",Eliyahu M. Goldratt,4.5,128.0,820
The Secret Door to Success,Florence Scovel Shinn,4.6,120.0,335
How to Study: 25th Anniversary Edition,Ron Fry,4.4,38.0,703
The Strategy of Conflict,Thomas C. Schelling,4.2,32.0,668
The Tiger Who Came to Tea,Judith Kerr,4.8,3784.0,1338
It's Your Ship: Management Techniques from the Best Damn Ship in the Navy,D. Michael Abrashoff,4.7,991.0,469
The Ultimate Les Brown Library: The Les Brown Story,Les Brown,-1,,2008
Absent in the Spring: A Mary Westmacott Novel,Agatha Christie,4.3,93.0,5709
Blessed in the Darkness: How All Things Are Working for Your Good,Joel Osteen,4.8,443.0,500
Dream Sutra: Perceiving Hidden Realms,Hingori and Hannah,3.5,22.0,668
"""Don't You Know Who I Am?"": How to Stay Sane in an Era of Narcissism, Entitlement, and Incivility",Ramani S. Durvasula PhD,4.8,170.0,836
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.4,401.0,1093
"Breaking the Cycle: Free Yourself from Sex Addiction, Porn Obsession, and Shame",George Collins MA,4.4,190.0,703
"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,4.6,452.0,879
Dream Sutra: Perceiving Hidden Realms,Hingori and Hannah,3.5,22.0,668
"""Don't You Know Who I Am?"": How to Stay Sane in an Era of Narcissism, Entitlement, and Incivility",Ramani S. Durvasula PhD,4.8,170.0,836
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.4,401.0,1093
"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,4.6,452.0,879
"The Well of Eternity: Blizzard Legends: World of Warcraft: War of the Ancients, Book One",Richard A. Knaak,4.9,71.0,351
HBR's 10 Must Reads for CEOs,Harvard Business Review,4.7,19.0,586
Ikigai: Los secretos de Japón para una vida larga y feliz,Héctor García,4.4,279.0,501
The Customer Success Economy: Why Every Aspect of Your Business Model Needs a Paradigm Shift,Nick Mehta,4.2,17.0,703
The Courage to Be Happy: True Contentment Is Within Your Power,Ichiro Kishimi,4.6,166.0,569
The Richest Man in Babylon...In Action: Based on the All-Time Classic Book by George S. Clason,Nightingale Conanat Learning System,-1,,1439
How to Use a Journal,Jim Rohn,-1,,163
The Power of a Praying Parent,Stormie Omartian,4.9,807.0,585
From Impossible to Inevitable: How SaaS and Other Hyper-Growth Companies Create Predictable Revenue: 2nd Edition,Aaron Ross,4.4,29.0,586
No Matter What!: 9 Steps to Living the Life You Love,Lisa Nichols,4.7,352.0,500
Artificial Intelligence for Dummies,John Mueller,4.3,88.0,703
Sherlock Holmes: The Adventure of the Norwood Builder,Arthur Conan Doyle,-1,,140
Diktate - hören - schreiben - korrigieren: Deutsch üben,Werner Heidemann,5.0,1.0,837
48-Hour Start-Up: From Idea to Launch in 1 Weekend,Fraser Doherty MBE,4.4,101.0,5373
"15 Secrets Successful People Know About Time Management: The Productivity Habits of 7 Billionaires, 13 Olympic Athletes, 29 Straight-A Students, and 239 Entrepreneurs",Kevin Kruse,4.5,461.0,501
"99 Thoughts on Ganesha: Stories, Symbols and Rituals of India’s Beloved Elephant-Headed Deity",Devdutt Pattanaik,4.3,101.0,233
What the Most Successful People Do Before Breakfast: A Short Guide to Making Over Your Mornings - And Life (Int'l Edit.),Laura Vanderkam,4.0,357.0,117
The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,4.4,552.0,1131
The Time Traveler's Wife,Audrey Niffenegger,4.4,1543.0,937
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.7,1588.0,754
Second Chance at Love,Ruchita Misra,4.5,120.0,668
Not the Girl You Marry,Andie J. Christopher,4.1,49.0,1005
"The Joy of x: A Guided Tour of Math, from One to Infinity",Steven Strogatz,4.5,533.0,586
NLP Self Mastery: 12 Book Mega Bundle,Modern Psychology Publishing,4.5,9.0,836
Enterprise Artificial Intelligence Transformation,Rashed Haq,5.0,2.0,586
Life and Times of Michael K,J M Coetzee,4.0,99.0,683
Atal Bihari Vajpayee: A Man for All Seasons,Kingshuk Nag,4.3,84.0,668
"The Four Graces: Miss Buncle, Book 4",D. E. Stevenson,4.5,96.0,706
Life and Times of Michael K,J M Coetzee,4.0,99.0,683
Atal Bihari Vajpayee: A Man for All Seasons,Kingshuk Nag,4.3,84.0,668
"The Four Graces: Miss Buncle, Book 4",D. E. Stevenson,4.5,96.0,706
Is Everyone Hanging Out Without Me?: (And Other Concerns),Mindy Kaling,4.4,3682.0,615
I Owe You One,Sophie Kinsella,4.4,1081.0,888
The Cutting Season,Attica Locke,3.9,367.0,748
The Protestant Ethic and the Spirit of Capitalism,Max Weber,3.5,129.0,702
"Healing Through the Dark Emotions: The Wisdom of Grief, Fear, and Despair",Miriam Greenspan,4.6,86.0,703
"She Broke Up, I Didn't",Durjoy Datta,4.2,128.0,703
Nine Lies About Work: A Freethinking Leader's Guide to the Real World,Marcus Buckingham,4.6,213.0,703
NASB Complete Audio Bible,Steven B. Stevens,4.6,3.0,694
Jeet Ke Mantra [Mantras of Victory]: Safalta Ke Rahasya [Secret of Success],Pushpesh Pant,2.4,3.0,233
"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding",Husain Haqqani,4.6,122.0,632
Kaanch Ke Shamiyane (Hindi Edition),Rashmi Ravija,4.2,17.0,668
Falling in Love Again: Stories of Love and Romance,Ruskin Bond,4.2,114.0,668
English Grammar Master - New Edition - Grammar Tenses / Grammar Practice. For Intermediate / Advanced Learners at Proficiency Level B1-C1: Listen & Learn,Dorota Guzik,-1,,602
Falling in Love Again: Stories of Love and Romance,Ruskin Bond,4.2,114.0,668
English Grammar Master - New Edition - Grammar Tenses / Grammar Practice. For Intermediate / Advanced Learners at Proficiency Level B1-C1: Listen & Learn,Dorota Guzik,-1,,602
American Psycho,Bret Easton Ellis,4.3,1547.0,664
"The Mindbody Prescription: Healing the Body, Healing the Pain",John E. Sarno M.D.,4.5,863.0,500
Michael Jordan: The Life,Roland Lazenby,4.6,520.0,500
Understanding the Mysteries of Human Behavior,Mark Leary,-1,,1171
Rich Dad Advisors: ABCs of Real Estate Investing: The Secrets of Finding Hidden Profits Most Investors Miss,Ken McElroy,4.6,699.0,500
Instagram Marketing: Social Media Marketing Made Simple: Secrets and Hacks for Growing and Monetizing Your Instagram Account Driving Thousands of Followers: Instagram Advertising and Personal Branding,Dan Moore,-1,,668
Bitter Lemons of Cyprus,Andrew Sachs,4.4,137.0,569
"The Long Haul: Diary of a Wimpy Kid, Book 9",Jeff Kinney,4.6,5925.0,410
The Hypnosis Collection - Law of Attraction: Four Complete Life-Changing Hypnosis Programs for Manifesting Mastery,Inspire3 Hypnosis,-1,,3037
A Girl to Remember,Ajay K Pandey,4.5,1189.0,668
The Beginning of Infinity: Explanations That Transform the World,David Deutsch,4.6,251.0,984
Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Eric Topol,4.5,200.0,938
"The Ugly Truth: Diary of a Wimpy Kid, Book 5",Jeff Kinney,4.7,3222.0,410
Ravelstein,Saul Bellow,3.8,27.0,773
"Rendezvous with Rama: Rama Series, Book 1",Arthur C. Clarke,4.5,946.0,569
"Brisingr: The Inheritance Cycle, Book 3",Christopher Paolini,4.7,1734.0,1093
Em and the Big Hoom,Jerry Pinto,4.5,141.0,668
The Real Business of Blockchain: How Leaders Can Create Value in a New Digital Age,David Furlonger,4.4,17.0,586
"Stock Investing for Dummies, 5th Edition: 5th Edition",Paul J. Mladjenovic,4.5,463.0,703
No Logo,Naomi Klein,2.9,2.0,820
A House Without Windows: A Novel,Nadia Hashimi,4.5,323.0,14334
Escape from Mr. Lemoncello's Library,Chris Grabenstein,4.7,1060.0,904
Forex Trading: The Bible: 5 Books in 1: The Beginners Guide + The Crash Course + The Best Techniques + Tips & Tricks + The Advanced Guide to Quickly Start and Make Immediate Cash with Forex Trading,Samuel Rees,3.7,25.0,668
Olive Kitteridge: Fiction,Elizabeth Strout,4.3,3359.0,1131
Camp Jupiter Classified: A Probatio's Journal,Rick Riordan,4.8,195.0,615
Yoga Nidra: The Art of Transformational Sleep,Kamini Desai PhD,4.7,68.0,703
The Georgette Heyer BBC Radio Drama Collection: Four Full-Cast Dramatisations,Georgette Heyer,-1,,888
The Andromeda Strain,Michael Crichton,4.3,642.0,670
The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,4.4,438.0,1003
Goodbye to Shy: 85 Shybusters That Work!,Leil Lowndes,4.0,43.0,670
Ah This!: Talks on Zen,Osho,5.0,3.0,351
English Vocabulary Master for Advanced Learners: Listen & Learn - Proficiency Level B2-C1,Dorota Guzik,-1,,736
The Shia Revival: How Conflicts within Islam Will Shape the Future,Vali Nasr,4.4,104.0,836
The Death of Mrs Westaway,Ruth Ware,4.4,1296.0,888
What the Buddha Taught,Walpola Sri Rahula,4.6,473.0,634
"Asher Black: The Five Syndicates, Book 1",Parker S. Huntington,4.4,247.0,668
Calling Sehmat,Harinder Sikka,4.5,710.0,703
"World of Wonders: In Praise of Fireflies, Whale Sharks, and Other Astonishments",Aimee Nezhukumatathil,-1,,680
Manifest Now,Idil Ahmed,4.8,149.0,501
Partitions of the Heart: Unmaking the Idea of India,Harsh Mander,4.2,7.0,879
Out of the Maze: A Simple Way to Change Your Thinking & Unlock Success,Dr Spencer Johnson,4.5,102.0,615
Lost Horizon,James Hilton,4.5,680.0,569
Don't Ever Tell,Lucy Dawson,4.3,475.0,1063
The First-Time Manager,Loren B. Belker,4.4,3.0,703
"The Stolen Show: Nancy Drew Diaries, Book 18",Carolyn Keene,4.7,35.0,305
American Buffalo: In Search of a Lost Icon,Steven Rinella,4.9,978.0,879
American Buffalo: In Search of a Lost Icon,Steven Rinella,4.9,978.0,879
Selected Urdu Poetry: Ahmad Nadeem Qasmi,Ahmad Nadeem Qasmi,-1,,469
The Beauty of Dirty Skin,Whitney Bowe,4.6,98.0,500
Stress Test: Reflections on Financial Crises,Timothy F. Geithner,4.4,493.0,1256
The Magic Finger,Roald Dahl,4.5,707.0,615
The Signal and the Noise: Why So Many Predictions Fail - but Some Don't,Nate Silver,4.4,1097.0,879
The Cartiers: The Untold Story of the Family Behind the Jewelry Empire,Francesca Cartier Brickell,4.7,186.0,1507
Snow Falling,Davidson King,4.6,134.0,586
"A Man for All Markets: From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,4.4,371.0,1256
ऑब्सेस्ड विद ओवेन ग्रे - एक कामुक लघुकथा,साराह स्‍कोव,-1,,32
Coraline: An Adventure Too Weird for Words,Neil Gaiman,4.7,2897.0,292
Sidney Sheldon's Reckless,Sidney Sheldon,4.1,449.0,8735
The Woman in Cabin 10,Ruth Ware,4.0,5077.0,752
The Murmur of Bees,Sofia Segovia,4.5,2599.0,837
10 Bedtime Stories For Little Kids,div.,-1,,376
Naye Zamane Ka Naya Business,Shankar Manshani,4.4,75.0,668
The Murmur of Bees,Sofia Segovia,4.5,2599.0,837
10 Bedtime Stories For Little Kids,div.,-1,,376
Naye Zamane Ka Naya Business,Shankar Manshani,4.4,75.0,668
HR on Purpose: Developing Deliberate People Passion,Steve Browne,4.7,102.0,515
"The Vanishing Stair: Truly Devious Series, Book 2",Maureen Johnson,4.7,392.0,13345
Rich Dad Advisors: Writing Winning Business Plans: How to Prepare a Business Plan That Investors Will Want to Read - and Invest In,Garrett Sutton,4.6,99.0,500
Amplified Bible: Complete Old & New Testament,PFL,-1,,1003
The First Forty Days: The Essential Art of Nourishing the New Mother,Heng Ou,4.7,377.0,586
I Declare: 31 Promises to Speak Over Your Life,Joel Osteen,4.7,3082.0,500
Striking Thoughts: Bruce Lee's Wisdom for Daily Living,Bruce Lee,4.7,710.0,668
Reflections on the Artist's Way,Julia Cameron,5.0,5.0,445
"Life Changing Secrets from the 3 Masters of Success: Three Habits to Achieve Abundance in Your Finances, Your Relationships,Your Health, and Your Life",Joseph Murphy,5.0,2.0,469
The Happiness Equation: Want Nothing + Do Anything = Have Everything,Neil Pasricha,4.6,331.0,615
The Fall of Hyperion,Dan Simmons,4.4,663.0,836
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.8,1905.0,1172
A Clockwork Orange,Anthony Burgess,4.5,1504.0,683
I Declare: 31 Promises to Speak Over Your Life,Joel Osteen,4.7,3082.0,500
Striking Thoughts: Bruce Lee's Wisdom for Daily Living,Bruce Lee,4.7,710.0,668
Reflections on the Artist's Way,Julia Cameron,5.0,5.0,445
"Life Changing Secrets from the 3 Masters of Success: Three Habits to Achieve Abundance in Your Finances, Your Relationships,Your Health, and Your Life",Joseph Murphy,5.0,2.0,469
The Happiness Equation: Want Nothing + Do Anything = Have Everything,Neil Pasricha,4.6,331.0,615
The Fall of Hyperion,Dan Simmons,4.4,663.0,836
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,4.8,1905.0,1172
A Clockwork Orange,Anthony Burgess,4.5,1504.0,683
The Great Ideas of Psychology,Daniel N. Robinson,-1,,1405
Winning Like Sourav: Think & Succeed Like Ganguly,Abhirup Bhattacharya,3.5,14.0,501
The Guernsey Literary and Potato Peel Pie Society,Charlie Norfolk,4.6,6607.0,341
The Key to Happiness: How to Find Purpose by Unlocking the Secrets of the World's Happiest People,Meik Wiking,4.6,472.0,615
These Truths: A History of the United States,Jill Lepore,4.6,987.0,1338
Curious: The Desire to Know and Why Your Future Depends on It,Ian Leslie,4.6,131.0,759
The Body Artist,Don DeLillo,3.7,41.0,323
Meditations,Shakti Gawain,4.4,27.0,468
"The Last Coyote: Harry Bosch Series, Book 4",Michael Connelly,4.7,2160.0,1005
Subliminal Affirmations for Positive Self-Esteem,Louise Hay,-1,,422
The Rosie Effect: Don Tillman 2,Graeme Simsion,4.3,3234.0,683
The Trumpet of the Swan,E.B. White,4.7,390.0,664
"Knowledge and Learning Are Two Different Things: Eight Public Talks with Young People, Claremont Colleges, USA, 1968",Jiddu Krishnamurti,-1,,190
Earth Abides,George R Stewart,4.4,910.0,873
The Nun's Priest's Tale,Geoffrey Chaucer,-1,,159
How to Win Friends and Influence People: A Condensation from the Book,Dale Carnegie,4.1,5.0,234
Inventing the AIDS Virus,Peter H. Duesberg,4.9,45.0,1003
"The Maze Runner: The Maze Runner, Book 1",James Dashner,4.4,7710.0,748
A Grammar of the English Tongue,Samuel Johnson,3.9,73.0,140
Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,Michael Moynihan,4.6,211.0,836
Heart of Darkness: A Signature Performance by Kenneth Branagh,Joseph Conrad,4.2,2047.0,501
The Last Kids on Earth: June's Wild Flight,Max Brallier,4.9,977.0,754
"Lokpriya Shayar Aur Unki Shayari - Mazruh Sultanpuri [Popular Poets and Their Poetry - Mazruh Sultanpuri]: Lokpriya Shayar Aur Unki Shayari, Book 5 [Popular Poets and Their Poetry, Book 5]",Prakash Pandit,4.0,35.0,501
Underland,Robert Macfarlane,4.6,441.0,888
A Grammar of the English Tongue,Samuel Johnson,3.9,73.0,140
Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,Michael Moynihan,4.6,211.0,836
Heart of Darkness: A Signature Performance by Kenneth Branagh,Joseph Conrad,4.2,2047.0,501
The Last Kids on Earth: June's Wild Flight,Max Brallier,4.9,977.0,754
"Lokpriya Shayar Aur Unki Shayari - Mazruh Sultanpuri [Popular Poets and Their Poetry - Mazruh Sultanpuri]: Lokpriya Shayar Aur Unki Shayari, Book 5 [Popular Poets and Their Poetry, Book 5]",Prakash Pandit,4.0,35.0,501
Bible Stories,Logan Marshall,4.4,47.0,434
Underland,Robert Macfarlane,4.6,441.0,888
ZAG: The Number-One Strategy of High Performance Brands,Marty Neumeier,4.6,128.0,434
How to Read a Person Like a Book,Gerard I. Nierenberg,4.2,151.0,452
Love Your Body: A Positive Affirmation Guide for Loving and Appreciating Your Body,Louise L. Hay,4.5,330.0,257
"The Silent Wife: The Will Trent Series, Book 10",Karin Slaughter,4.7,450.0,1054
The Original Folk and Fairy Tales of the Brothers Grimm: The Complete First Edition,Jacob Grimm,3.9,24.0,1003
"Double Down: Diary of a Wimpy Kid, Book 11",Jeff Kinney,4.6,4490.0,410
"The Science of Self-Discipline: The Willpower, Mental Toughness, and Self-Control to Resist Temptation and Achieve Your Goals",Peter Hollins,4.6,354.0,501
Sita's Sister,Kavita Kane,4.4,195.0,836
The Likeability Factor: How to Boost Your L-Factor and Achieve Your Life's Dreams,Tim Sanders,4.2,54.0,691
The Diamond Sutra: The Buddha Also Said...,OSHO,4.6,19.0,350
The Five Elements of Effective Thinking,Edward B. Burger,4.6,282.0,501
Psychology of the Unconscious: A Study of the Transformations and Symbolisms of the Libido,C. G. Jung,4.2,12.0,1264
Life Over Two Beers and Other Stories,Sanjeev Sanyal,4.3,108.0,879
My Name Is Abu Salem,Hussain Zaidi,4.0,69.0,879
"Transcendence: The Beginning After the End, Book 6",TurtleMe,4.7,298.0,1340
A Court of Thorns and Roses,Sarah J. Maas,4.7,6107.0,949
The Light We Lost,Jill Santopolo,4.3,1306.0,6718
टिंडर टैक्सी - एक कामुक लघुकथा,ली लिंड,-1,,
Your Inner Awakening: The Work of Byron Katie: Four Questions That Will Transform Your Life,Byron Katie,4.4,65.0,1439
Jesus Among Secular Gods: The Countercultural Claims of Christ,Ravi Zacharias,4.8,437.0,500
The E-Myth Seminar: Taking Charge of Your Business and Your Life,Michael E. Gerber,-1,,1439
The Little Book of Big Change: The No-Willpower Approach to Breaking Any Habit,Amy Johnson PhD,4.5,257.0,501
Chicken Soup for the Child's Soul: Character-Building Stories to Read with Kids Ages 5 - 8,Jack Canfield,4.5,56.0,501
13 Kaam Jo Samajhdar Log Nahi Karte [13 Commonwealth Games],Amy Morin,-1,,668
Bloodline,Sidney Sheldon,4.4,385.0,702
The Creative Fire: Myths and Stories on the Cycles of Creativity,Clarissa Pinkola Estes,4.6,28.0,585
HR Here and Now: The Making of the Quintessential People Champion,Ganesh Chella,4.4,29.0,836
Economics: The User's Guide: (A Pelican Book),Ha-Joon Chang,4.7,431.0,820
The Midnight Gang,David Walliams,4.8,2404.0,5709
The Devil All the Time,Donald Ray Pollock,4.5,443.0,645
Djinn Patrol on the Purple Line,Deepa Anappara,4.3,145.0,888
Doctor Who: The Good Doctor,Juno Dawson,4.6,76.0,888
The Great Short Story Collection: 66 Classic Gems of the Short Story Genre,Barry Pain,-1,,2657
Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,Joel Fuhrman M.D.,4.3,636.0,562
Der 5-Uhr-Club: Gestalte deinen Morgen und in deinem Leben wird alles möglich,Robin Sharma,4.3,12.0,837
Penthouse Naughty by Nature: Female Readers' Sexy Letters to Penthouse,Penthouse Magazine Editors,3.9,12.0,1005
The Dinosaur That Pooped The Bed,Dougie Poynter,4.9,479.0,205
Shivaji: The Grand Rebel,Dennis Kincaid,4.2,118.0,668
The Gifts of Imperfection by Brené Brown - Book Summary,Dean Bokhari,-1,,117
"Theater of the Imagination, Volume II",Clarissa Pinkola Estes,5.0,6.0,1640
HBR's 10 Must Reads: The Essentials,Peter Ferdinand Drucker,-1,,668
Shivaji: The Grand Rebel,Dennis Kincaid,4.2,118.0,668
The Gifts of Imperfection by Brené Brown - Book Summary,Dean Bokhari,-1,,117
"Theater of the Imagination, Volume II",Clarissa Pinkola Estes,5.0,6.0,1640
HBR's 10 Must Reads: The Essentials,Peter Ferdinand Drucker,-1,,668
"Mummies in the Morning: Magic Tree House, Book 3",Mary Pope Osborne,4.8,441.0,301
Music and Silence,Rose Tremain,4.4,88.0,759
